student_id,last_name,first_name,city,state,country,program,graduation term,graduation year,phone_no_cell,phone_no_land,skill_1,skill_2,work_city,work_country,job_type,industry
cr7982,Rosenberger,Cassandry,Washington,District of Columbia,United States,Insurance Management,Fall,2020,606-398-8049,,Problem Solving,,White Plains - NY,United States (USA),Postponing job search,Insurance
rt6370,Tolputt,Ruperto,Newport Beach,California,United States,Narrative Medicine,Summer,2016,482-623-1659,297-942-0505,Organization,,New Delhi - India,India,Summer classes,Education
aw4113,Wethered,Alick,Reno,Nevada,United States,Actuarial Science,Fall,2020,505-313-3589,,Negotiation,,North Vancouver - BC - Canada,Canada,Fellowship,Lifestyle & Consumer
bj1369,Jumonet,Brigida,Fort Worth,Texas,United States,Applied Analytics,Summer,2022,371-300-9000,119-248-2129,Management,Google Search Console,"Hangzhou, Zhejiang province - China",China Mainland,Not seeking an internship,Lifestyle & Consumer
ae1847,Egginton,Andra,Bryan,Texas,United States,Construction Administration,Spring,2020,831-172-7338,,Accounting,,Arlington - VA,United States (USA),Graduate School,Finance & Investment
ac4142,Coxon,Aguistin,Hagerstown,Maryland,United States,Sports Management,Spring,2020,348-946-3574,509-985-6213,Presentation,,Los Angeles - CA,United States (USA),Not seeking an internship,Governance
tk2172,Klain,Tamqrah,Lawrenceville,Georgia,United States,Bioethics,Spring,2018,801-274-8362,443-473-1530,Calendar Management,,Mexico City - Mexico,Mexico,Other Intentions,Geospatial/Mapping
wl9210,Lapslie,Wilmar,Pensacola,Florida,United States,Sports Management,Fall,2018,358-930-9628,843-483-2962,Organization,,New Delhi - India,India,Military Service,Finance & Investment
gm6772,McLanachan,Guthry,Rochester,New York,United States,Information Knowledge Strategy,Summer,2017,962-560-4396,974-159-7313,Customer Needs Analysis,,Chantilly - VA,United States (USA),Fellowship,Scientific Research
sh6609,Handrahan,Sonny,Jackson,Mississippi,United States,Information Knowledge Strategy,Summer,2018,653-840-7074,,Creativity,,Shanghai - China,China Mainland,Research,Governance
kn1273,Niesing,Karola,Melbourne,Florida,United States,Sports Management,Spring,2021,770-720-1342,,Presentation,,"Dongguan, Guangzhou - China",China Mainland,Summer classes,Energy
kd9205,Dakhov,Kelwin,Stockton,California,United States,Strategic Communication,Fall,2021,966-765-4605,,Critical Thinking,,Mountainside - NJ,United States (USA),Still Seeking Internship,Transportation
tc8955,Coils,Tremaine,Corona,California,United States,Narrative Medicine,Summer,2018,133-153-2312,,Presentation,,Cali - Colombia,Colombia,Other Intentions,Food & Agriculture
mf5938,Faunt,Montgomery,Grand Forks,North Dakota,United States,Nonprofit Management,Spring,2022,625-604-5084,,Active Listening,,Los Angeles - CA,United States (USA),Other Intentions,Environment & Weather
al1945,Lancett,Albertine,Los Angeles,California,United States,Sustainability Science,Summer,2022,461-964-7125,964-883-9124,Accounting,,Peekskill - NY,United States (USA),Own Venture,Environment & Weather
ee4189,Edelman,Eugenio,Anchorage,Alaska,United States,Wealth Management,Spring,2018,894-101-7902,522-401-0101,Customer Needs Analysis,,Seoul - South Korea,South Korea,Fellowship,Finance & Investment
pe1121,Eburah,Pavlov,Corpus Christi,Texas,United States,Applied Analytics,Summer,2022,622-469-3809,,Critical Thinking,Debugging,Westbury - NY,United States (USA),Military Service,Governance
ga2856,Alcide,Goddard,San Diego,California,United States,Sports Management,Fall,2018,844-205-5681,650-332-8194,Creativity,,New Haven - CT,United States (USA),Not seeking an internship,Governance
kv8594,Vautin,Kissie,Hartford,Connecticut,United States,Applied Analytics,Spring,2020,175-292-2677,,Decision Making,Debugging,Shanghai - China Mainland,China Mainland,Graduate School,Healthcare
ag4866,Gatheridge,Abbie,Tallahassee,Florida,United States,Sustainability Science,Fall,2016,358-292-1492,893-973-4183,Customer Needs Analysis,,Ewing - NJ,United States (USA),Military Service,Data/Technology
xh9067,Harrema,Xenos,Pittsburgh,Pennsylvania,United States,Enterprise Risk Management,Fall,2019,299-825-3678,,Collaboration,,Boston - MA,United States (USA),Internship,Insurance
es1727,Sachno,Essa,Washington,District of Columbia,United States,Narrative Medicine,Summer,2022,944-943-2954,,Salesforce,,Bangkok - Thailand,Thailand,Graduate School,Education
od2175,Dadge,Othella,Detroit,Michigan,United States,Applied Analytics,Spring,2017,157-802-5614,,Lead Qualification,HTML & CSS,Jerusalem - Israel,Israel,Summer classes,Insurance
ac1921,Corr,Annnora,Beaumont,Texas,United States,Information Knowledge Strategy,Spring,2022,291-742-7221,881-440-1005,Accounting,,Wilmington - DE,United States (USA),Still Seeking Employment,Energy
aw7552,Witherby,Alvinia,Miami,Florida,United States,Information Knowledge Strategy,Spring,2016,668-482-9861,,Customer Service,,Corona - CA,United States (USA),Other Intentions,Insurance
jn4744,Newey,Jarvis,Shreveport,Louisiana,United States,Negotiation and Conflict Resolution,Fall,2017,402-732-0623,,Office Equipment,,Bloomfield - NY,United States (USA),Fellowship,Lifestyle & Consumer
dd4970,Degoix,Diahann,Salinas,California,United States,Strategic Communication,Spring,2020,224-291-1552,,Teamwork ,,shanghai  - China,China Mainland,Not seeking an internship,Insurance
bd9676,Devennie,Bettine,Vancouver,Washington,United States,Enterprise Risk Management,Summer,2017,573-677-1184,375-871-9585,Microsoft Offices,,Countryside - IL,United States (USA),Still Seeking Employment,Insurance
bl9576,Lacoste,Baxter,Norfolk,Virginia,United States,Narrative Medicine,Summer,2020,778-306-5241,381-308-6707,QuickBooks,,Irvine - CA,United States (USA),Job,Governance
am9625,Miquelet,Arabella,New York City,New York,United States,Construction Administration,Fall,2022,412-620-4789,847-786-7956,Teamwork ,,Miami - FL,United States (USA),Still Seeking Internship,Insurance
dk6521,Kingsmill,Deana,Los Angeles,California,United States,Actuarial Science,Spring,2020,275-605-2899,217-845-6719,QuickBooks,,Washington - DC,United States (USA),Still Seeking Education,Insurance
rt5748,Thurgood,Rana,Houston,Texas,United States,Enterprise Risk Management,Summer,2020,386-624-6466,,Microsoft Offices,,Kansas City - KS,United States (USA),Research,Business & Legal Services
km7497,Mosedall,Kendell,Bellevue,Washington,United States,Insurance Management,Fall,2017,225-489-7566,,Presentation,,Austin - TX,United States (USA),Graduate School,Healthcare
hi2049,Iorio,Hazel,Toledo,Ohio,United States,Sustainability Management,Fall,2018,437-185-3894,326-712-5940,Public Speaking,,Whippany - NJ,United States (USA),Postponing job search,Environment & Weather
rj5787,Jouhan,Rona,El Paso,Texas,United States,Actuarial Science,Summer,2018,402-167-0821,223-375-0696,Data Entry,,Lucknow - India,India,Fellowship,Data/Technology
km7497,Mosedall,Kendell,Bellevue,Washington,United States,Insurance Management,Fall,2017,225-489-7566,,Presentation,,Peekskill - NY,United States (USA),Graduate School,Transportation
kg3216,Gerin,Kellina,Punta Gorda,Florida,United States,Insurance Management,Summer,2021,302-651-8671,588-596-4836,Active Listening,,"Dongguan, Guangzhou - China",China Mainland,Postponing job search,Aerospace and Defense
lc8728,Cleatherow,Lou,Alexandria,Virginia,United States,Negotiation and Conflict Resolution,Fall,2022,327-341-8397,,Problem Solving,,Shanghai - China Mainland,China Mainland,Internship,Transportation
ag4677,Grinaugh,Annabal,Corpus Christi,Texas,United States,Construction Administration,Spring,2016,938-920-8034,882-154-6663,Data Entry,,Lucknow - India,India,Still Seeking Employment,Healthcare
cl4062,Lawling,Caryl,Memphis,Tennessee,United States,Applied Analytics,Summer,2018,608-711-5632,,Accounting,SQL,West New York - NJ,United States (USA),Still Seeking Employment,Governance
ml2233,Logg,Maurice,Denver,Colorado,United States,Applied Analytics,Fall,2021,162-541-1287,229-371-5260,Self Motivation,Security,Fort Mill - SC,United States (USA),Summer classes,Finance & Investment
mm9845,Mc Mechan,Maryanne,Clearwater,Florida,United States,Human Capital Management,Fall,2019,189-158-0527,869-395-2195,Microsoft Offices,,Jerusalem - Israel,Israel,Graduate School,Finance & Investment
lp2171,Planke,Louis,Greeley,Colorado,United States,Strategic Communication,Summer,2021,329-488-7359,570-450-3609,Product Knowledge,,Bellevue - WA,United States (USA),Job,Aerospace and Defense
sn9651,Noell,Suki,Fort Wayne,Indiana,United States,Insurance Management,Summer,2022,288-798-7316,,Communication,,Singapore - Singapore,Singapore,Job,Healthcare
fa6739,Ambler,Filbert,Pasadena,California,United States,Human Capital Management,Summer,2021,108-165-5524,902-580-6581,Active Listening,,Irving - TX,United States (USA),Still Seeking Internship,Food & Agriculture
rj4734,Jaspar,Rachel,Cincinnati,Ohio,United States,Sports Management,Spring,2016,662-982-2851,951-815-0721,Conflict Resolution,,Hoboken - NJ,United States (USA),Internship,Transportation
ma5424,Alwen,Melisse,Van Nuys,California,United States,Construction Administration,Spring,2018,422-145-9136,860-181-6210,Management,,Bogota - Colombia,Colombia,Service Organization,Geospatial/Mapping
cm4080,Moralee,Conni,Montgomery,Alabama,United States,Nonprofit Management,Summer,2016,630-331-1378,,Organization,,Princeton - NJ,United States (USA),Internship,Data/Technology
gs1094,Schollar,Gauthier,Pensacola,Florida,United States,Nonprofit Management,Summer,2016,954-220-0909,125-146-7250,Management,,Whippany - NJ,United States (USA),Graduate School,Data/Technology
sr6318,Rosoman,Sherman,Toledo,Ohio,United States,Strategic Communication,Summer,2016,166-488-6984,,Accounting,,Jerusalem - Israel,Israel,Not seeking an internship,Insurance
kz5227,Zebedee,Konstantin,Pasadena,California,United States,Sports Management,Summer,2019,809-803-4450,,Billing,,Weehawken - NJ,United States (USA),Still Seeking Education,Finance & Investment
kf4345,Fain,Krispin,Lexington,Kentucky,United States,Information Knowledge Strategy,Spring,2016,137-898-6091,563-307-3671,Customer Service,,Jerusalem - Israel,Israel,Own Venture,Lifestyle & Consumer
aw3988,Willoughway,Alair,Erie,Pennsylvania,United States,Wealth Management,Summer,2018,245-196-9853,,POS Skills,,Los Angeles - CA,United States (USA),Military Service,Scientific Research
cm5198,MacNucator,Charisse,Toledo,Ohio,United States,Sports Management,Summer,2020,823-600-9679,908-787-2026,Billing,,Dublin - Ireland,Ireland,Job,Education
vd7931,Dunlop,Vivi,Las Vegas,Nevada,United States,Actuarial Science,Summer,2018,635-841-2381,983-326-0838,Leadership,,Farmingdale - NY,United States (USA),Own Venture,Insurance
el1328,Leemans,Elysee,Charleston,West Virginia,United States,Sports Management,Fall,2020,201-653-8531,,Product Knowledge,,Austin - TX,United States (USA),Not seeking an internship,Data/Technology
dl4817,Le Barre,Derwin,San Francisco,California,United States,Sustainability Science,Summer,2022,498-229-5797,,POS Skills,,West New York - NJ,United States (USA),Summer classes,Data/Technology
vr7075,Rachuig,Valerie,Saint Louis,Missouri,United States,Technology Management,Fall,2018,323-821-9405,495-802-2649,Accounting,,Cambridge - MA,United States (USA),Postponing job search,Housing/Real Estate
pg1451,Guerreau,Perren,Flushing,New York,United States,Insurance Management,Spring,2017,579-516-5913,,Teamwork ,,Hartford - CT,United States (USA),Still Seeking Employment,Food & Agriculture
jr3390,Rushworth,Jessie,Alexandria,Virginia,United States,Technology Management,Fall,2021,824-255-5678,,Active Listening,,Newark - NJ,United States (USA),Not seeking an internship,Environment & Weather
ek2278,Kenforth,Etienne,Miami,Florida,United States,Technology Management,Fall,2016,360-658-1726,107-583-0528,Lead Qualification,,New Haven - CT,United States (USA),Not seeking an internship,Education
bs8262,Shutle,Brita,Columbia,South Carolina,United States,Technology Management,Fall,2020,567-639-7774,444-371-8656,Welcoming Visitors,,Los Angeles - CA,United States (USA),Still Seeking Internship,Finance & Investment
iv2594,Vardey,Iggie,Detroit,Michigan,United States,Insurance Management,Summer,2016,914-744-3462,713-985-9784,Accounting,,Norfolk - VA,United States (USA),Still Seeking Education,Transportation
lf8323,Futty,Lovell,Stamford,Connecticut,United States,Strategic Communication,Fall,2017,154-678-4187,,Office Equipment,,Chicago - IL,United States (USA),Still Seeking Employment,Insurance
vh7241,Hobgen,Valentijn,Springfield,Missouri,United States,Human Capital Management,Spring,2021,646-735-0293,,Customer Service,,Great Neck - NY,United States (USA),Graduate School,Geospatial/Mapping
oh9585,Hamberston,Olive,Greenville,South Carolina,United States,Wealth Management,Summer,2018,410-775-3460,,Product Knowledge,,Hartford - CT,United States (USA),Job,Research & Consulting
bs8708,Surtees,Barny,Lexington,Kentucky,United States,Insurance Management,Summer,2021,942-643-4755,575-546-4735,Customer Service,,Long Island City - NY,United States (USA),Internship,Scientific Research
rv6163,Vail,Rubina,Harrisburg,Pennsylvania,United States,Wealth Management,Summer,2017,728-243-8700,235-456-9389,Decision Making,,Edinburgh - United Kingdom,United Kingdom,Fellowship,Geospatial/Mapping
rl4424,Lillico,Radcliffe,Corpus Christi,Texas,United States,Human Capital Management,Summer,2022,315-459-8316,,Organization,,Beirut - Lebanon,Lebanon,Not seeking an internship,Transportation
dc1253,Conisbee,Danielle,Greeley,Colorado,United States,Enterprise Risk Management,Spring,2019,350-622-9950,653-270-4906,Contract Negotiation,,Dania - FL,United States (USA),Service Organization,Food & Agriculture
tl1333,Lusher,Tisha,Toledo,Ohio,United States,Human Capital Management,Summer,2018,125-304-7857,,Active Listening,,Mountainside - NJ,United States (USA),Military Service,Finance & Investment
jp5929,Presley,Jammie,Philadelphia,Pennsylvania,United States,Bioethics,Spring,2016,555-337-3074,,Customer Service,,Guangzhou - China,China Mainland,Own Venture,Healthcare
kg3216,Gerin,Kellina,Punta Gorda,Florida,United States,Insurance Management,Summer,2021,302-651-8671,588-596-4836,Active Listening,,Columbus - OH,United States (USA),Job,Lifestyle & Consumer
pd4505,Dillingham,Percival,Charlotte,North Carolina,United States,Nonprofit Management,Spring,2017,524-875-0270,509-734-4325,Welcoming Visitors,,Beirut - Lebanon,Lebanon,Research,Governance
cb7345,Bate,Chico,Huntsville,Alabama,United States,Strategic Communication,Summer,2022,897-578-5046,,Organization,,Arlington - VA,United States (USA),Military Service,Aerospace and Defense
gm6772,McLanachan,Guthry,Rochester,New York,United States,Information Knowledge Strategy,Summer,2017,962-560-4396,974-159-7313,Customer Needs Analysis,,Phoenix - AZ,United States (USA),Service Organization,Education
pm5617,McMeekan,Padriac,Miami,Florida,United States,Nonprofit Management,Fall,2019,516-648-9232,,Creativity,,Los Angeles - CA,United States (USA),Still Seeking Education,Media
gb8819,Best,Gennifer,Schenectady,New York,United States,Strategic Communication,Summer,2019,583-663-8199,685-651-4983,Empathy,,Durham - NC,United States (USA),Still Seeking Employment,Finance & Investment
bp8921,Parade,Bern,Kansas City,Missouri,United States,Sustainability Science,Summer,2019,124-455-7628,,Product Knowledge,,Louisville - KY,United States (USA),Postponing job search,Transportation
nk8522,Kemshell,Nilson,Dayton,Ohio,United States,Bioethics,Spring,2018,231-918-6646,,Leadership,,Williamsport - PA,United States (USA),Still Seeking Education,Media
mg7827,Goracci,Morena,Daytona Beach,Florida,United States,Bioethics,Fall,2019,391-779-8443,,Problem Solving,,Santa Monica - CA,United States (USA),Job,Governance
cc7380,Copping,Chen,Oakland,California,United States,Insurance Management,Spring,2021,549-156-9522,,Accounting,,Fort Mill - SC,United States (USA),Service Organization,Governance
es2810,Scohier,Emmy,Pasadena,California,United States,Actuarial Science,Fall,2022,456-411-7045,,Creativity,,New Haven - CT,United States (USA),Not seeking an internship,Data/Technology
ul9851,Lowry,Ulric,Los Angeles,California,United States,Applied Analytics,Summer,2020,121-994-5931,950-154-5826,Salesforce,SQL,Xinyi (guangdong) - China,China Mainland,Research,Transportation
nr5790,Roloff,Niki,Shreveport,Louisiana,United States,Bioethics,Spring,2018,130-950-3726,732-615-4840,Data Entry,,Sacramento - CA,United States (USA),Fellowship,Energy
cd4067,Digwood,Ciro,Topeka,Kansas,United States,Sustainability Management,Summer,2020,425-823-3993,,Product Knowledge,,Gurugram - India,India,Service Organization,Environment & Weather
cd8702,Davidowich,Carlita,Roanoke,Virginia,United States,Bioethics,Summer,2018,974-356-1720,747-799-6450,Empathy,,San Francisco - CA,United States (USA),Fellowship,Aerospace and Defense
ds8894,Shermar,Damaris,Colorado Springs,Colorado,United States,Wealth Management,Fall,2016,704-526-4132,,Customer Service,,Danvers - MA,United States (USA),Own Venture,Education
jp5929,Presley,Jammie,Philadelphia,Pennsylvania,United States,Bioethics,Spring,2016,555-337-3074,,Customer Service,,Alexandria - VA,United States (USA),Research,Education
ne8282,Eldritt,Northrop,Louisville,Kentucky,United States,Wealth Management,Summer,2018,199-256-1906,714-483-1987,Teamwork ,,Houston - TX,United States (USA),Internship,Research & Consulting
bg7852,Gligorijevic,Brodie,Corpus Christi,Texas,United States,Wealth Management,Spring,2022,462-547-2177,,Accounting,,Hong Kong - China,China Mainland,Graduate School,Insurance
qg7260,Gilstoun,Quentin,Charleston,West Virginia,United States,Wealth Management,Spring,2016,893-293-9123,800-185-4960,Critical Thinking,,Basking Ridge - NJ,United States (USA),Still Seeking Internship,Governance
gk4966,Keener,Giustina,Gary,Indiana,United States,Enterprise Risk Management,Fall,2018,157-453-6566,,Public Speaking,,Salt Lake City - UT,United States (USA),Internship,Aerospace and Defense
kd9205,Dakhov,Kelwin,Stockton,California,United States,Strategic Communication,Fall,2021,966-765-4605,,Critical Thinking,,London - United Kingdom,United Kingdom,Not seeking an internship,Energy
rs8893,Spurriar,Reed,Durham,North Carolina,United States,Enterprise Risk Management,Spring,2022,931-495-3354,896-184-3037,Lead Qualification,,Long Island City - NY,United States (USA),Job,Business & Legal Services
wr1832,Ramsell,Wynne,Boulder,Colorado,United States,Enterprise Risk Management,Spring,2016,725-784-8623,798-727-2976,Critical Thinking,,Salt Lake City - UT,United States (USA),Summer classes,Housing/Real Estate
bs7868,Spinetti,Brier,Durham,North Carolina,United States,Wealth Management,Spring,2021,723-158-5514,160-710-0028,Critical Thinking,,Englewood Cliffs - NJ,United States (USA),Service Organization,Energy
pg2386,Gambie,Pietrek,Charlotte,North Carolina,United States,Wealth Management,Summer,2019,263-166-3814,,Shipping,,Scottsdale - AZ,United States (USA),Postponing job search,Food & Agriculture
dd4523,Da Costa,Drusilla,Little Rock,Arkansas,United States,Sports Management,Spring,2017,551-485-0761,750-395-3010,Cashier Skills,,Columbus - OH,United States (USA),Fellowship,Transportation
fa6739,Ambler,Filbert,Pasadena,California,United States,Human Capital Management,Summer,2021,108-165-5524,902-580-6581,Active Listening,,Vienna - Austria,Austria,Still Seeking Education,Scientific Research
ag6037,Gorgler,Antonetta,Saint Louis,Missouri,United States,Actuarial Science,Fall,2021,540-620-0281,,Self Motivation,,Guangzhou - China,China Mainland,Still Seeking Employment,Housing/Real Estate
es3247,Sheehan,Elizabeth,Minneapolis,Minnesota,United States,Enterprise Risk Management,Summer,2022,399-878-3272,687-209-0188,Management,,Glastonbury - CT,United States (USA),Still Seeking Employment,Healthcare
ae7182,Enrique,Alanah,Los Angeles,California,United States,Negotiation and Conflict Resolution,Fall,2021,556-313-6528,649-606-9640,Customer Service,,Saint Petersburg - FL,United States (USA),Other Intentions,Education
rb5485,Brace,Renault,Fort Wayne,Indiana,United States,Sustainability Management,Summer,2017,966-770-1793,407-394-2221,Organization,,Seoul - South Korea,South Korea,Graduate School,Governance
bs6078,Sabatier,Blane,Richmond,California,United States,Actuarial Science,Summer,2019,764-275-8822,,Leadership,,Palo Alto - CA,United States (USA),Summer classes,Scientific Research
wc8347,Chappelle,Wenona,Cincinnati,Ohio,United States,Construction Administration,Summer,2022,775-608-4077,625-272-0521,Empathy,,Dallas - TX,United States (USA),Own Venture,Scientific Research
bw9085,Wyldbore,Barry,Richmond,Virginia,United States,Narrative Medicine,Summer,2021,357-787-2108,161-481-7536,Calendar Management,,Great Neck - NY,United States (USA),Graduate School,Healthcare
ah7718,Hawkyens,Amandy,Wilmington,Delaware,United States,Construction Administration,Summer,2022,239-407-9731,467-268-0556,Problem Solving,,Countryside - IL,United States (USA),Graduate School,Aerospace and Defense
cc4393,Curbishley,Clerc,Lees Summit,Missouri,United States,Construction Administration,Spring,2017,261-482-1334,364-669-6402,Customer Service,,Bear - DE,United States (USA),Graduate School,Lifestyle & Consumer
cb5675,Bidewel,Chandler,Anaheim,California,United States,Bioethics,Summer,2019,761-237-6037,,Lead Prospecting ,,Great Neck - NY,United States (USA),Postponing job search,Lifestyle & Consumer
rf7418,Forster,Rhody,Fresno,California,United States,Negotiation and Conflict Resolution,Summer,2020,861-601-0762,958-773-2550,Billing,,Santa Maria - CA,United States (USA),Not seeking an internship,Healthcare
ga1442,Auden,Gannon,Lexington,Kentucky,United States,Construction Administration,Spring,2016,164-351-0575,913-254-6200,Critical Thinking,,"Hangzhou, Zhejiang province - China",China Mainland,Still Seeking Internship,Lifestyle & Consumer
sl4152,Lissandre,Sayer,Miami Beach,Florida,United States,Technology Management,Fall,2016,127-431-1317,327-422-8073,Creativity,,Bethesda - MD,United States (USA),Postponing job search,Finance & Investment
av7303,Viel,Antony,Harrisburg,Pennsylvania,United States,Bioethics,Summer,2018,369-971-7664,,Management,,Lucknow - India,India,Military Service,Business & Legal Services
ak6805,Kloser,Andriana,Cincinnati,Ohio,United States,Wealth Management,Summer,2019,340-478-6664,,Product Knowledge,,Kansas City - KS,United States (USA),Job,Research & Consulting
rf9701,Forsythe,Rodolfo,Columbia,South Carolina,United States,Technology Management,Summer,2019,360-165-9271,,POS Skills,,Minnesota City - MN,United States (USA),Other Intentions,Media
er3716,Roalfe,Erin,Richmond,Virginia,United States,Sports Management,Summer,2018,239-413-0867,690-994-2474,Organization,,Newark - NJ,United States (USA),Research,Governance
em5618,Middlemass,Evin,Chattanooga,Tennessee,United States,Technology Management,Summer,2019,427-399-1225,,Calendar Management,,Pittsburgh - PA,United States (USA),Graduate School,Housing/Real Estate
ed8852,Danilenko,Eldridge,Chattanooga,Tennessee,United States,Bioethics,Spring,2022,537-870-2433,565-153-6715,Critical Thinking,,Murfreesboro - TN,United States (USA),Graduate School,Insurance
km5484,Matusov,Kaela,Columbia,Missouri,United States,Wealth Management,Fall,2021,559-821-0291,,Customer Needs Analysis,,Fort Mill - SC,United States (USA),Other Intentions,Energy
wd9985,Dahmel,Walther,Cumming,Georgia,United States,Information Knowledge Strategy,Spring,2016,879-507-9799,,Accounting,,Jersey City - NJ,United States (USA),Job,Healthcare
is2604,Shute,Ingelbert,Tulsa,Oklahoma,United States,Applied Analytics,Spring,2019,758-588-6314,,Critical Thinking,R,Fort Lauderdale - FL,United States (USA),Internship,Aerospace and Defense
es3931,Sandwick,Emlyn,Boca Raton,Florida,United States,Enterprise Risk Management,Summer,2019,404-188-2979,959-771-2756,Public Speaking,,Scottsdale - AZ,United States (USA),Graduate School,Environment & Weather
bb5505,Baird,Barbaraanne,Clearwater,Florida,United States,Bioethics,Spring,2021,502-884-2149,,Lead Prospecting ,,Puerto Real - PR,United States (USA),Summer classes,Scientific Research
as6854,Spelsbury,Arlinda,Gatesville,Texas,United States,Nonprofit Management,Spring,2021,413-125-5177,342-215-9810,Critical Thinking,,Kansas City - KS,United States (USA),Other Intentions,Lifestyle & Consumer
bg7620,Gilcrist,Bucky,Saint Paul,Minnesota,United States,Negotiation and Conflict Resolution,Summer,2022,957-631-0522,727-117-2686,Decision Making,,Stamford - CT,United States (USA),Job,Environment & Weather
co5241,Ordish,Cammi,Corpus Christi,Texas,United States,Information Knowledge Strategy,Fall,2016,175-662-3933,278-361-0842,Adaptability,,Xinyi (guangdong) - China,China Mainland,Fellowship,Geospatial/Mapping
tr1422,Ruslin,Theodore,Chicago,Illinois,United States,Insurance Management,Fall,2022,238-114-7471,441-506-9905,Data Entry,,Bethesda - MD,United States (USA),Graduate School,Business & Legal Services
cb1252,Bradnock,Cassandra,Mobile,Alabama,United States,Information Knowledge Strategy,Summer,2018,588-461-1791,,Critical Thinking,,Jakarta - Indonesia,Indonesia,Own Venture,Aerospace and Defense
bb6061,Betterton,Becca,Huntsville,Alabama,United States,Nonprofit Management,Summer,2018,885-744-9346,623-410-9138,Self Motivation,,North Vancouver - BC - Canada,Canada,Military Service,Lifestyle & Consumer
bc2353,Culkin,Bree,Springfield,Virginia,United States,Sustainability Science,Spring,2016,717-557-7072,,Billing,,Kansas City - KS,United States (USA),Still Seeking Employment,Housing/Real Estate
as5510,Simioni,Alidia,Huntington,West Virginia,United States,Strategic Communication,Spring,2021,669-442-4195,,Referral Marketing,,Long Beach - NY,United States (USA),Postponing job search,Energy
lg1154,Glavis,Lonee,Shreveport,Louisiana,United States,Wealth Management,Summer,2018,575-241-9038,,Problem Solving,,Peekskill - NY,United States (USA),Fellowship,Environment & Weather
av7303,Viel,Antony,Harrisburg,Pennsylvania,United States,Bioethics,Summer,2018,369-971-7664,,Management,,North Vancouver - BC - Canada,Canada,Still Seeking Internship,Lifestyle & Consumer
aw6820,Wyldes,Arlene,Philadelphia,Pennsylvania,United States,Enterprise Risk Management,Fall,2019,114-376-3995,,Empathy,,Mumbai - India,India,Not seeking an internship,Food & Agriculture
dm1568,Murrigans,Dunc,El Paso,Texas,United States,Insurance Management,Spring,2021,462-750-2838,,Adaptability,,Great Neck - NY,United States (USA),Service Organization,Governance
as6112,Shellshear,Athena,Annapolis,Maryland,United States,Nonprofit Management,Spring,2017,235-157-0627,,Problem Solving,,Asuncion - Paraguay,Paraguay,Other Intentions,Research & Consulting
am3279,Middler,Alessandro,Corpus Christi,Texas,United States,Technology Management,Fall,2020,943-374-6649,718-319-7485,Shipping,,Mumbai - India,India,Not seeking an internship,Geospatial/Mapping
kg3382,Gonet,Kip,Roanoke,Virginia,United States,Nonprofit Management,Summer,2018,443-782-2354,633-624-2748,Salesforce,,Englewood Cliffs - NJ,United States (USA),Still Seeking Employment,Aerospace and Defense
es1727,Sachno,Essa,Washington,District of Columbia,United States,Narrative Medicine,Summer,2022,944-943-2954,,Salesforce,,Miami - FL,United States (USA),Not seeking an internship,Transportation
hc3237,Cable,Hagan,San Rafael,California,United States,Human Capital Management,Spring,2017,715-977-3318,,Active Listening,,,,Fellowship,Business & Legal Services
kb1676,Bolton,Keven,New Haven,Connecticut,United States,Applied Analytics,Spring,2017,869-186-5949,386-964-3123,Lead Qualification,A/B Testing,Cranbury - NJ,United States (USA),Job,Data/Technology
qg7260,Gilstoun,Quentin,Charleston,West Virginia,United States,Wealth Management,Spring,2016,893-293-9123,800-185-4960,Critical Thinking,,Fort Lauderdale - FL,United States (USA),Still Seeking Education,Insurance
dj5391,Jeakins,Devinne,Greeley,Colorado,United States,Construction Administration,Fall,2019,718-116-5020,481-849-4889,Contract Negotiation,,Richardson - TX,United States (USA),Research,Lifestyle & Consumer
jd3659,Domingues,Johnette,Springfield,Massachusetts,United States,Insurance Management,Fall,2021,482-559-1929,688-960-3697,Leadership,,Puerto Real - PR,United States (USA),Summer classes,Business & Legal Services
ed8852,Danilenko,Eldridge,Chattanooga,Tennessee,United States,Bioethics,Spring,2022,537-870-2433,565-153-6715,Critical Thinking,,Countryside - IL,United States (USA),Summer classes,Food & Agriculture
ts7624,Stebbing,Toddie,Denton,Texas,United States,Information Knowledge Strategy,Spring,2022,583-446-5094,488-103-4443,Scheduling,,Somerset - NJ,United States (USA),Fellowship,Healthcare
cc7380,Copping,Chen,Oakland,California,United States,Insurance Management,Spring,2021,549-156-9522,,Accounting,,Guangzhou - China,China Mainland,Summer classes,Governance
ed1553,Domerc,Eulalie,Silver Spring,Maryland,United States,Information Knowledge Strategy,Fall,2018,536-881-3955,,Customer Needs Analysis,,Dubai - United Arab Emirates,United Arab Emirates,Other Intentions,Healthcare
rm8963,MacAndrew,Roxane,Louisville,Kentucky,United States,Human Capital Management,Summer,2017,215-669-5642,,Decision Making,,North Vancouver - BC - Canada,Canada,Internship,Environment & Weather
bb5081,Broster,Benita,Santa Fe,New Mexico,United States,Sports Management,Summer,2017,885-340-3989,345-288-3440,Microsoft Offices,,Palo Alto - CA,United States (USA),Service Organization,Governance
cm6930,Marshal,Chloette,Saint Paul,Minnesota,United States,Actuarial Science,Spring,2022,504-789-0837,,POS Skills,,Lucknow - India,India,Internship,Media
